Category,Item Name,Price,Description,Veg/Non-veg,Rating,Restaurant Index
Combos,1/2 Paneer Pulav + 1/2 Masala Boondi Raita,158,You can never go wrong!,Veg,4.2,2
Combos,1/2 Chole + 1 Tandoori Lachha Paratha,179,I want more!,Veg,4.2,2
Combos,2 Aloo Paratha + 1 Curd,169,A little slice of heaven!,Veg,4.2,2
Combos,1/2 Baingan Bharta + 2 Missi Roti,189,Deadly combination!,Veg,4.2,2
Combos,1/2 Dal Makhni + 2 Tandoori Roti Butter,189,Made with Love!,Veg,4.2,2
Combos,1/2 Shahi Paneer + 1 Butter Naan,229,"Live, Love, Eat!",Veg,4.2,2
Combos,1/2 Paneer Butter Masala + 1 Butter Naan,239,Made for each other!,Veg,4.2,2
Dal Arhar Tadka (Amul) Meal,1 Dal Arhar Tadka (Amul) + 2 Tandoori Roti Butter + Rice Jeera Fry (Half) + 1 Kheer Mewa Special,359,A day is best started on a full stomach.,Veg,4.2,2
Kaju Korma Meal,1 Kaju Korma + 1 Missi Roti + 1 Butter Naan + 1 Kheer Mewa Special,469,This is a festival of flavors.,Veg,4.2,2
Kadhai Paneer Meal,1 Kadhai Paneer + 1 Dal Arhar Fry + 4 Tandoori Roti Butter + Rice (Half),539,"Where there is good food, there is happiness.",Veg,4.2,2
Shahi Paneer Meal,1 Shahi Paneer + 1 Dal Arhar Tadka (Amul) + 4 Tawa Roti Butter + Rice (Half),539,"Eat today, live another day.",Veg,4.2,2
Paneer Butter Masala Meal,1 Paneer Butter Masala + 2 Butter Naan + Rice Jeera Fry (Half) + Gulab Jamun (2 Pcs.),539,"Good food, good mood.",Veg,4.2,2
Dal,Dal Arhar Fry,140,"A flavorsome recipe of Arhar Dal fried with onion, tomato, ginger and garlic",Veg,4.2,2
Dal,Dal Arhar Tadka (Amul),170,"Our signature dish. Arhar Dal tempered with onion, tomato, garlic, cumin seeds & kashmiri red chilli in Amul Butter",Veg,4.2,2
Dal,Dal Urad Rajma Fry,150,"A pan of mixed pulses, this dal is seasoned with spices and garlic, delighting you with lip-smacking flavor and aroma",Veg,4.2,2
Dal,Dal Urad Rajma Tadka (Amul),170,"A pan of mixed pulses tempered with Amul butter, this dal is seasoned with spices and garlic, delighting you with lip-smacking flavor and aroma",Veg,4.2,2
Dal,Dal Makhni,190,"India's most loved and sought-after Dal. Lentils slowly simmered in a very aromatic buttery, creamy tomato base",Veg,4.2,2
Dal,Dal Makhni Tadka (Amul),210,"India's most loved and sought-after Dal given tadka with Amul butter. Lentils slowly simmered in a very aromatic buttery, creamy tomato base",Veg,4.2,2
Special Vegetables,Chana Masala,220,Chana masala is a delicious and flavorful Indian curry made by cooking chickpeas in a spicy onion tomato masala gravy,Veg,4.2,2
Special Vegetables,Chole Paneer,240,"Boiled chickpeas and paneer cubes are simmered in slightly creamy, spicy punjabi gravy which is made from onion, tomato and spices",Veg,4.2,2
Special Vegetables,Cheese Butter Masala,280,Rich and creamy dish of paneer topped with cheese in our special tomato and butter gravy,Veg,4.2,2
Special Vegetables,Cheese Tomato,270,Cheese tomato as the name indicates paneer cooked in onion tomato gravy topped with cheese,Veg,4.2,2
Special Vegetables,Kaju Korma,310,Fried Cashew cooked in rich gravy loved by the people of Prayagraj,Veg,4.2,2
Special Vegetables,Kaju Paneer,320,Cashew and paneer in silky-smooth tomato-onion-cream based gravy! It is best served with Tandoori Roti or Naan,Veg,4.2,2
Special Vegetables,Khoya Korma,260,Rich khoya gravy cooked in flavorsome Indian spices,Veg,4.2,2
Special Vegetables,Khoya Matar Paneer,250,"Khoya matar paneer is a rich, creamy curry made with khoya, matar and paneer",Veg,4.2,2
Special Vegetables,Malai Kofta,260,"Fried dumplings of paneer, potato and dry fruits cooked in smooth, creamy red gravy",Veg,4.2,2
Special Vegetables,Mixed Veg,220,Assorted veggies wok tossed with spices and paneer,Veg,4.2,2
Special Vegetables,Mushroom Chilli,270,"Golden fried mushrooms are tossed in a sauce consisting of minced ginger, garlic, soy sauce, tomato sauce, sugar, red chilli paste, vinegar and corn flour",Veg,4.2,2
Special Vegetables,Mushroom Do Pyaza,280,"Mushroom do pyaza recipe is a flavorsome, delightful dish featuring mushroom cooked with lightly caramelized onions and spices",Veg,4.2,2
Special Vegetables,Mushroom Masala,260,"A dish that packs in a burst of flavors from earthy mushrooms, tomatoes, and aromatic spices",Veg,4.2,2
Special Vegetables,Mushroom Matar,250,Mushroom and matar cooked in a creamy onion and tomato gravy,Veg,4.2,2
Special Vegetables,Mushroom Paneer,270,"This rich and creamy curry is made with mushroom, paneer, simmered in luscious and spiced onion and tomato gravy",Veg,4.2,2
Special Vegetables,Paneer Afghani,300,Fried paneer soaked in the flavors of fresh cream and spices emit such a delicate taste that it melts in your mouth right away,Veg,4.2,2
Special Vegetables,Paneer Bhujia,280,"A popular paneer dish made with scrambled paneer, onion, tomatoes and spices, topped with coriander",Veg,4.2,2
Special Vegetables,Paneer Butter Masala,260,All time favorite. Luscious combination of paneer and exotic tomato gravy topped with butter and cream,Veg,4.2,2
Special Vegetables,Paneer Chilli,270,"Paneer tossed in Chinese sauce & pepper seasoning, garnished with capsicum and onion",Veg,4.2,2
Special Vegetables,Paneer Do Pyaza,290,"Paneer do pyaza recipe is a flavorsome, delightful dish featuring paneer cooked with lightly caramelized onions and spices",Veg,4.2,2
Special Vegetables,Paneer Kali Mirch,290,"Fresh cubes of paneer cooked in thick gravy, rich in black pepper-the king of spices",Veg,4.2,2
Special Vegetables,Paneer Pasanda,300,"Paneer sandwich in cashew base, mixed with Indian spices and cooked in flavorsome gravy",Veg,4.2,2
Special Vegetables,Paneer Tikka Masala (Gravy),290,"Soft and fresh paneer cubes cooked in creamy, thick gravy flavored with spices",Veg,4.2,2
Special Vegetables,Khoya Paneer,250,A flavorsome indulgence made by cooking paneer cubes with khoya gravy,Veg,4.2,2
Special Vegetables,Kadhai Paneer,270,Paneer cubes dunked in tangy and spicy gravy mixed with capsicum and onion,Veg,4.2,2
Special Vegetables,Shahi Paneer,250,Our specialty dish. Fresh cubes of paneer dunked in delicious rich and creamy gravy,Veg,4.2,2
Special Vegetables,Tomato Paneer,280,Paneer cooked in rich tomato gravy,Veg,4.2,2
Special Vegetables,Navratan Korma,290,"A vegetarian korma made with fruits, paneer and nuts mixed in slightly sweet, creamy gravy",Veg,4.2,2
Vegetables,Aloo Matar,110,"Medley of potatoes and peas in a spicy, onion based curry",Veg,4.2,2
Vegetables,Aloo Palak,110,Healthy fresh spinach combined with potato,Veg,4.2,2
Vegetables,Aloo Tamatar,110,A simple North Indian recipe prepared with basic ingredients (potato and tomato) in a mildly spiced curry,Veg,4.2,2
Vegetables,Aloo Jeera,115,Potato sauteed with Jeera to satiate your taste buds,Veg,4.2,2
Vegetables,Aloo Dum,130,Potatoes in aloo dum curry is cooked with flavorful paste of whole spices and sauteed onion,Veg,4.2,2
Vegetables,Baingan Bharta,130,Baingan roasted in charcoal fire then stir fried with aromatic spices,Veg,4.2,2
Vegetables,Chole,130,"Rich, flavorful north Indian delicacy of kabuli chana",Veg,4.2,2
Vegetables,Rajma,130,"Rajma is one of the most popular North Indian curry made with onion, tomatoes and flavorful spices! Best enjoyed with Rice",Veg,4.2,2
Vegetables,Aloo Paneer,140,A traditional north Indian recipe combining potatoes and paneer in onion gravy,Veg,4.2,2
Vegetables,Matar Paneer,140,Matar Paneer curry is rich in proteins. Paneer pieces and green peas are simmered in spicy onion gravy,Veg,4.2,2
Vegetables,Palak Paneer,140,Healthy fresh spinach combined with paneer chunks,Veg,4.2,2
Breads,Tandoori Roti,20,A very popular Indian flatbread. It is traditionally made in tandoor (a round clay oven) at a high temperature,Veg,4.2,2
Breads,Tandoori Roti Butter,25,A very popular Indian flatbread with butter on top. It is traditionally made in tandoor (a round clay oven) at a high temperature,Veg,4.2,2
Breads,Tawa Roti,20,A traditional and tasty north Indian flatbread recipe made with wheat flour using tawa on a top gas stove,Veg,4.2,2
Breads,Tawa Roti Butter,25,"A traditional and tasty north Indian flatbread with Butter on top, recipe made with wheat flour using tawa on a top gas stove",Veg,4.2,2
Breads,Missi Roti,40,"Tasty flatbread with gram flour topped with onion, garlic, coriander & cumin seeds",Veg,4.2,2
Breads,Tandoori Lachha Paratha,50,Tandoor cooked layered paratha that goes perfect with any curry dish,Veg,4.2,2
Breads,Aloo Paratha,70,Aloo Paratha is a popular Indian whole wheat flatbread stuffed with spicy potato filling. Best enjoyed with yogurt and butter!,Veg,4.2,2
Breads,Aloo Pyaz Mix Paratha,80,"Tasty Indian bread with a rich and seasoned potato and onion stuffing, served with Achaar",Veg,4.2,2
Breads,Aloo Pyaz Mix Kulcha,90,"Made from refined flour stuffed with boiled potato, chopped onion, and selected spices. Handmade in clay oven over charcoal",Veg,4.2,2
Breads,Pyaz Paratha,70,"Tasty Indian bread with a rich and seasoned onion stuffing, served with Achaar",Veg,4.2,2
Breads,Khoya Paratha,100,Soft and fluffy sweet paratha stuffed with khoya,Veg,4.2,2
Breads,Methi Paratha,80,"Indian flatbread made with wheat flour, spices and fenugreek leaves (methi leaves)",Veg,4.2,2
Breads,Paneer Paratha,100,"Tandoori paratha loaded with paneer and prepared in clay oven, served with Achaar",Veg,4.2,2
Breads,Stuffed Paratha,100,"Delicious paratha stuffed with paneer, potato, and onion prepared in clay oven, served with Achaar",Veg,4.2,2
Breads,Aloo Kulcha,80,"A combination of refined flour stuffed with potato mixed with flavorful spices, baked in tandoor",Veg,4.2,2
Breads,Pyaz Kulcha,80,Delicious flour bread stuffed with onion cooked over clay oven,Veg,4.2,2
Breads,Stuffed Kulcha,100,"Appetizing stuffed bread loaded with the goodness of paneer, onion, potato, and spices",Veg,4.2,2
Breads,Paneer Kulcha,100,Soft and luscious paneer stuffed in refined flour with a smoky flavor of clay oven,Veg,4.2,2
Breads,Plain Naan,60,Soft and fluffy flatbread made with refined flour baked in tandoor,Veg,4.2,2
Breads,Butter Naan,70,A classic refined flour bread cooked in tandoor and smothered in butter,Veg,4.2,2
Breads,Paneer Naan,100,A paneer stuffed dough enriched with yogurt cooked in intense heat of clay oven,Veg,4.2,2
Breads,Stuffed Naan,110,A tempting finger licking clay oven baked bread. Tastes best with any dish,Veg,4.2,2
Breads,Kashmiri Naan,120,Delicious and perfectly roasted Kashmiri naan is one of those few sweet variety of Indian Naan options that goes really well with spicy curries,Veg,4.2,2
Breads,Garlic Naan,95,"A classic refined flour bread with chopped garlic and coriander, cooked in tandoor",Veg,4.2,2
Rice,Rice,70,Aromatic long grained steamed basmati rice,Veg,4.2,2
Rice,Rice Jeera Fry,90,A versatile rice dish which is tempered with jeera (cumin seeds),Veg,4.2,2
Rice,Rice Onion Fry,110,An all time favorite! Basmati rice tossed with chopped onion tossed and cumin seeds,Veg,4.2,2
Rice,Matar Pulav,110,A delightful preparation of aromatic rice cooked with protein packed peas,Veg,4.2,2
Rice,Paneer Pulav,120,Long grained steamed basmati rice tossed with paneer and spices,Veg,4.2,2
Rice,Vegetable Pulav,120,Flavored basmati rice tossed with assorted veggies and spices,Veg,4.2,2
Salad,Green Salad,50,"Slices of onion, tomato, cucumber, carrot with lemon and green chilli",Veg,4.2,2
Salad,Lemon - Onion Salad,25,Best combo of salad perfect with any meal,Veg,4.2,2
Salad,All in One Salad Box,50,Sanitizer + Fresh Green Salad + Achaar + Pass Pass + Hajmola + Tooth pick + Masala Salt,Veg,4.2,2
Papad,Roasted Papad,35,"Crispy Indian wafer, served as an accompaniment to all Indian meals",Veg,4.2,2
Papad,Masala Papad,70,"Crispy papad topped with chillies, tomatoes, onion and cucumber, garnished with coriander leaves",Veg,4.2,2
Papad,Papad Churi (Amul),80,Delightful dish made with scrambled papad in Amul butter,Veg,4.2,2
Curd,Curd,40,A healthy and tasty side of curd that can be relished on its own or with any Indian meals,Veg,4.2,2
Curd,Curd with Sugar,50,Creamy and delicious curd mixed with sugar,Veg,4.2,2
Raita,Masala Raita,25,Yoghurt mixed with Indian spices. A great combination with Biryani,Veg,4.2,2
Raita,Masala Boondi Raita,80,Crispy Haldiram boondi combined with curd and seasoned with raita spices,Veg,4.2,2
Raita,Onion Raita,80,"Blended thick curd with onion and spices. A must addon with pulav, paratha and more",Veg,4.2,2
Raita,Mix Raita,90,A fusion of yoghurt with the goodness of spices and veggies,Veg,4.2,2
Sweet Dish,Kheer Mewa Special,75,"Rich, delicious Indian rice pudding topped with dry fruits",Veg,4.2,2
Recommended,Desi Veg Burger,39,Desi Veg Burger,Veg,4.2,3
Recommended,Simply Veg Burger,59,Simply Veg Burger,Veg,4.2,3
Recommended,Veggie Herb Burger,65,Veggie Herb Burger,Veg,4.2,3
Recommended,Paneer Bomb Burger,89,Paneer Bomb Burger,Veg,4.2,3
Recommended,Veg Twist Burger,109,Veg Twist Burger,Veg,4.2,3
Recommended,Hot Chilly Tawa Burger,111,Hot Chilly Tawa Burger,Veg,4.2,3
Recommended,Veggie Crispy Burger,115,Veggie Crispy Burger,Veg,4.2,3
Recommended,Paneer Crispy Burger,119,Paneer Crispy Burger,Veg,4.2,3
Recommended,Veg Cheese Shot Burger,125,Veg Cheese Shot Burger,Veg,4.2,3
Recommended,Butter Egg Burger,65,Butter Egg Burger,Non-veg,4.2,3
Recommended,Chicken Grilled Burger,85,Chicken Grilled Burger,Non-veg,4.2,3
Recommended,Chicken Hot Bomb Burger,119,Chicken Hot Bomb Burger,Non-veg,4.2,3
Recommended,Tandoori Chicken Burger,115,Tandoori Chicken Burger,Non-veg,4.2,3
Recommended,Smoky Mutton Kebab Burger,119,Smoky Mutton Kebab Burger,Non-veg,4.2,3
Recommended,Crispy Chicken Grilled Burger,125,Crispy Chicken Grilled Burger,Non-veg,4.2,3
Recommended,Chicken Cheese Shot Burger,125,Chicken Cheese Shot Burger,Non-veg,4.2,3
Recommended,Chicken Twist Burger,125,Chicken Twist Burger,Non-veg,4.2,3
Recommended,Chicken Blast Burger,135,Chicken Blast Burger,Non-veg,4.2,3
Recommended,Chicken Grilled Double Storey Burger,169,Chicken Grilled Double Storey Burger,Non-veg,4.2,3
Recommended,Paneer Sandwich,109,Paneer Sandwich,Veg,4.2,3
Recommended,Chicken Sandwich,119,Chicken Sandwich,Non-veg,4.2,3
Recommended,BBQ Chicken Sandwich,125,BBQ Chicken Sandwich,Non-veg,4.2,3
Recommended,Simply Veggie Wrap,85,Simply Veggie Wrap,Veg,4.2,3
Recommended,Spicy Veggie Wrap,85,Spicy Veggie Wrap,Veg,4.2,3
Recommended,Paneer Wrap,95,Paneer Wrap,Veg,4.2,3
Recommended,Chicken Wrap,105,Chicken Wrap,Non-veg,4.2,3
Recommended,Mutton Wrap,109,Mutton Wrap,Non-veg,4.2,3
Recommended,Chicken Nuggets (6 Pcs),95,Chicken Nuggets (6 Pcs),Non-veg,4.2,3
None,Desi Veg Burger,39,Desi Veg Burger,Veg,4.2,3
None,Simply Veg Burger,59,Simply Veg Burger,Veg,4.2,3
None,Veggie Herb Burger,65,Veggie Herb Burger,Veg,4.2,3
None,Paneer Bomb Burger,89,Paneer Bomb Burger,Veg,4.2,3
None,Veg Twist Burger,109,Veg Twist Burger,Veg,4.2,3
None,Hot Chilly Tawa Burger,111,Hot Chilly Tawa Burger,Veg,4.2,3
None,Veggie Crispy Burger,115,Veggie Crispy Burger,Veg,4.2,3
None,Paneer Crispy Burger,119,Paneer Crispy Burger,Veg,4.2,3
None,Veg Cheese Shot Burger,125,Veg Cheese Shot Burger,Veg,4.2,3
None,Butter Egg Burger,65,Butter Egg Burger,Non-veg,4.2,3
None,Chicken Grilled Burger,85,Chicken Grilled Burger,Non-veg,4.2,3
None,Chicken Zinger Burger,89,Chicken Zinger Burger,Non-veg,4.2,3
None,Chicken Hot Bomb Burger,119,Chicken Hot Bomb Burger,Non-veg,4.2,3
None,Tandoori Chicken Burger,115,Tandoori Chicken Burger,Non-veg,4.2,3
None,Smoky Mutton Kebab Burger,119,Smoky Mutton Kebab Burger,Non-veg,4.2,3
None,Crispy Chicken Grilled Burger,125,Crispy Chicken Grilled Burger,Non-veg,4.2,3
None,Chicken Cheese Shot Burger,125,Chicken Cheese Shot Burger,Non-veg,4.2,3
None,Chicken Twist Burger,125,Chicken Twist Burger,Non-veg,4.2,3
None,Mutton Grilled Burger,129,Mutton Grilled Burger,Non-veg,4.2,3
None,Chicken Blast Burger,135,Chicken Blast Burger,Non-veg,4.2,3
Double Storey,Veg Double Storey Burger,159,Veg Double Storey Burger,Veg,4.2,3
Double Storey,Paneer Double Storey Burger,165,Paneer Double Storey Burger,Veg,4.2,3
Double Storey,Mutton Double Storey Burger,175,Mutton Double Storey Burger,Non-veg,4.2,3
Double Storey,Chicken Grilled Double Storey Burger,169,Chicken Grilled Double Storey Burger,Non-veg,4.2,3
Sandwich,Veggie Sandwich,99,Veggie Sandwich,Veg,4.2,3
Sandwich,Paneer Sandwich,109,Paneer Sandwich,Veg,4.2,3
Sandwich,Chicken Sandwich,119,Chicken Sandwich,Non-veg,4.2,3
Sandwich,BBQ Chicken Sandwich,125,BBQ Chicken Sandwich,Non-veg,4.2,3
Pizza,"8"" Veg Pizza",179,"8"" Veg Pizza",Veg,4.2,3
Pizza,"8"" Paneer Pizza",189,"8"" Paneer Pizza",Veg,4.2,3
Pizza,"8"" Chicken Pizza",199,"8"" Chicken Pizza",Non-veg,4.2,3
Combos,Veggie Herb Burger + Fries + Cold Drinks,121,Cold drinks as per availability.,Veg,4.2,3
Combos,Chicken Grilled Burger + Fries + Cold Drinks,135,Cold drinks as per availability.,Non-veg,4.2,3
Combos,2 Veggie Herb Burger + 2 Fries + 2 Cold Drinks,240,Cold drinks as per availability.,Veg,4.2,3
Combos,4 Veggie Herb Burger + 4 Fries + 2 Cold Drinks,450,Cold drinks as per availability.,Veg,4.2,3
Combos,2 Chicken Grilled Burger + 2 Fries + 2 Cold Drinks,259,Cold drinks as per availability.,Non-veg,4.2,3
Combos,4 Chicken Grilled Burger + 4 Fries + 4 Cold Drinks,489,Cold drinks as per availability.,Non-veg,4.2,3
Belgian Fries,Desi Fries,95,Desi Fries,Veg,4.2,3
Belgian Fries,Simply Cheese Fries,99,Simply Cheese Fries,Veg,4.2,3
Belgian Fries,Chicken Tikka Fries,109,Chicken Tikka Fries,Non-veg,4.2,3
Shakes,Cold Coffee,89,Cold Coffee,Veg,4.2,3
Shakes,Alphonso Mango Shake,115,Alphonso Mango Shake,Veg,4.2,3
Shakes,Strawberry Shake,115,Strawberry Shake,Veg,4.2,3
Shakes,Pineapple Shake,115,Pineapple Shake,Veg,4.2,3
Shakes,Butterscotch Shake,115,Butterscotch Shake,Veg,4.2,3
Shakes,Oreo Chocolate,115,Oreo Chocolate,Veg,4.2,3
Pizza Burger,Veg Pizza Burger,95,Veg Pizza Burger,Veg,4.2,3
Pizza Burger,Paneer Pizza Burger,99,Paneer Pizza Burger,Veg,4.2,3
Pizza Burger,Chicken Pizza Burger,105,Chicken Pizza Burger,Non-veg,4.2,3
Wraps,Simply Veggie Wrap,85,Simply Veggie Wrap,Veg,4.2,3
Wraps,Spicy Veggie Wrap,85,Spicy Veggie Wrap,Veg,4.2,3
Wraps,Paneer Wrap,95,Paneer Wrap,Veg,4.2,3
Wraps,Chicken Wrap,105,Chicken Wrap,Non-veg,4.2,3
Wraps,Mutton Wrap,109,Mutton Wrap,Non-veg,4.2,3
Sides,Fries,65,Fries,Veg,4.2,3
Sides,Corn Cheese Nuggets (6 Pcs),85,Corn Cheese Nuggets (6 Pcs),Veg,4.2,3
Sides,Chicken Nuggets (6 Pcs),95,Chicken Nuggets (6 Pcs),Non-veg,4.2,3
Sides,Chicken Popcorn (6 Pcs),89,Chicken Popcorn (6 Pcs),Non-veg,4.2,3
Sides,Chicken Strips (4 Pcs),109,Chicken Strips (4 Pcs),Non-veg,4.2,3
Sides,Pizza Pocket,119,Pizza Pocket,Veg,4.2,3
Sides,Crispy Chicken (3 Pcs),109,Crispy Chicken (3 Pcs),Non-veg,4.2,3
Beverages,Fresh Daab,90,Fresh Daab,Veg,4.0,4
Beverages,Rasam,65,Rasam,Veg,4.0,4
Beverages,Cold Drink,70,Cold Drink,Veg,4.0,4
Beverages,Premium Drinking Water (1 Litre) (Himalaya Vedica),57,Premium Drinking Water (1 Litre) (Himalaya Vedica),Veg,4.0,4
Beverages,Readymade Chai,65,Readymade Chai,Veg,4.0,4
Beverages,Filter Coffee,95,Filter Coffee,Veg,4.0,4
Beverages,Butter Milk,100,Butter Milk,Veg,4.0,4
Beverages,Cola,100,Cola,Veg,4.0,4
Beverages,Lassi (Sweet),115,Lassi (Sweet),Veg,4.0,4
Beverages,"Flavoured Lassi (Strawberry ,Mango)",145,"Flavoured Lassi (Strawberry ,Mango)",Veg,4.0,4
Mocktails,Fresh Lime,100,Fresh Lime,Veg,4.0,4
Mocktails,Masala Soda Lemonade,115,Masala Soda Lemonade,Veg,4.0,4
Mocktails,Lovely Lemonade,115,Lovely Lemonade,Veg,4.0,4
Mocktails,Lipton Iced Tea,115,Lipton Iced Tea,Veg,4.0,4
Mocktails,Florida Breezer,130,Florida Breezer,Veg,4.0,4
Mocktails,Peach Blossom,150,Peach Blossom,Veg,4.0,4
Mocktails,Virgin Mojito,150,Virgin Mojito,Veg,4.0,4
Mocktails,Mango Mojito,150,Mango Mojito,Veg,4.0,4
Mocktails,Pina Colada,155,Pina Colada,Veg,4.0,4
Idli & Vada,Masala Idli,175,Masala Idli,Veg,4.0,4
Idli & Vada,Chilli Idli,180,Chilli Idli,Veg,4.0,4
Idli & Vada,Rava Idli (12 Pieces),170,Rava Idli (12 Pieces),Veg,4.0,4
Idli & Vada,Rava Idli (Two Pieces),155,Rava Idli (Two Pieces),Veg,4.0,4
Idli & Vada,Rice Idli (2 Pieces),165,Rice Idli (2 Pieces),Veg,4.0,4
Idli & Vada,Medu Vada (4 Pieces),170,Medu Vada (4 Pieces),Veg,4.0,4
Idli & Vada,Dahi Vada,175,Dahi Vada,Veg,4.0,4
Idli & Vada,Spicy Onion Vada (4 Pieces),180,Spicy Onion Vada (4 Pieces),Veg,4.0,4
